Date,Open,High,Low,Close,Volume
2016-07-01,140.8068,141.0546,140.7457,140.8068,2716488
2016-07-04,140.9556,141.0099,138.5321,138.5549,3157114
2016-07-05,137.903,141.6197,136.9461,141.1901,2671691
2016-07-06,141.2436,145.9449,139.6431,143.5941,3708088
2016-07-07,143.3549,146.7682,142.0337,144.2549,2521593
2016-07-08,143.1977,146.1593,141.3929,145.0572,3004382
2016-07-11,144.9859,148.4243,143.361,147.1915,3627552
2016-07-12,148.8022,149.1422,142.3031,143.2182,3130336
2016-07-13,142.8115,143.6179,141.6022,143.6108,2826657
2016-07-14,143.4842,144.0937,143.1801,143.3778,2459621
2016-07-15,144.3973,144.6004,139.9936,140.6938,2700589
2016-07-18,140.2401,141.1707,138.3813,138.756,3037584
2016-07-19,139.126,139.468,134.1483,134.4697,3648653
2016-07-20,134.6374,136.6483,133.6095,136.3877,2299443
2016-07-21,135.8621,136.1802,132.4035,134.037,2809718
2016-07-22,134.4947,138.879,134.356,138.8501,4098024
2016-07-25,138.5332,139.2141,137.6646,139.1517,3324548
2016-07-26,140.4845,142.0164,139.6704,142.0117,3876217
2016-07-27,142.0723,142.4359,138.436,138.6158,2844822
2016-07-28,138.4956,143.0953,138.3511,142.1926,4048458
2016-07-29,141.4617,143.985,140.4396,143.5769,2861067
2016-08-01,144.938,145.434,138.7552,140.0395,3833446
2016-08-02,139.8621,140.2568,138.2854,138.4163,3301469
2016-08-03,139.05,146.2968,138.7085,143.7058,4365192
2016-08-04,144.5362,145.202,142.7093,143.1785,2309535
2016-08-05,142.1251,144.2205,140.112,141.0609,2979086
2016-08-08,140.7892,142.289,139.9731,140.164,2356060
2016-08-09,140.2207,140.4332,138.3633,138.4569,3106885
2016-08-10,138.2898,140.0426,132.5987,133.3978,2911277
2016-08-11,133.3491,133.9439,131.2989,131.4506,3396328
2016-08-12,132.2165,132.2874,129.7316,130.1657,3108560
2016-08-15,131.7755,132.0709,123.6767,124.6397,3329252
2016-08-16,123.6913,125.3763,122.155,122.282,2756447
2016-08-17,122.7175,125.2579,121.7003,125.0841,1848338
2016-08-18,125.0554,128.1205,123.8056,127.0189,2934462
2016-08-19,125.2751,125.5365,122.9363,123.3175,2185328
2016-08-22,123.2875,123.6456,115.945,118.1667,3286965
2016-08-23,117.5854,118.8092,117.5712,117.6076,1768152
