Date,Open,High,Low,Close,Volume
2016-07-01,97.4674,98.3076,96.8125,97.4674,2702410
2016-07-04,98.0357,100.7079,96.9584,99.1136,4789553
2016-07-05,99.2188,100.8241,98.9761,99.168,1838308
2016-07-06,99.838,103.1789,99.2964,101.0983,4118649
2016-07-07,101.8583,102.847,98.8128,99.4545,3279979
2016-07-08,99.8693,100.4356,93.4399,93.725,4741906
2016-07-11,93.9118,96.6297,93.7069,95.2861,3231181
2016-07-12,95.3983,96.7486,94.8629,95.6154,2309050
2016-07-13,95.1423,95.3462,92.7842,93.8126,3160193
2016-07-14,94.2518,94.3863,91.9626,92.4883,3139220
2016-07-15,91.78,93.1437,91.6288,92.9158,3308543
2016-07-18,92.7531,93.1332,91.0332,91.317,3184180
2016-07-19,90.9053,94.3477,90.8758,92.8846,3473736
2016-07-20,93.9984,94.6326,92.4969,94.5485,2679337
2016-07-21,95.2976,96.4026,93.1941,94.2302,2660243
2016-07-22,94.426,97.8263,93.395,96.3053,3270565
2016-07-25,96.4628,96.6428,94.2548,94.5684,2595454
2016-07-26,94.57,95.9276,93.8685,95.7828,3725317
2016-07-27,95.9854,96.3163,95.4822,96.232,2686370
2016-07-28,96.1787,97.2063,95.5915,96.8119,3214315
2016-07-29,96.3509,99.0225,94.8071,98.6606,2367107
2016-08-01,98.8311,98.9649,94.1234,94.531,4343216
2016-08-02,94.0186,97.0002,92.7486,95.7983,2181612
2016-08-03,96.5796,97.2841,96.2933,97.2543,4538304
2016-08-04,96.9481,98.0232,96.8012,97.6083,2462973
2016-08-05,97.4148,98.9275,94.8833,95.0484,2353473
2016-08-08,95.2367,96.9728,95.1804,95.7912,3759744
2016-08-09,95.4393,98.4949,92.8195,98.0984,2907788
2016-08-10,97.9731,99.5777,94.5118,95.217,4244488
2016-08-11,95.179,96.0092,92.3172,93.1812,2185431
2016-08-12,92.9785,93.0326,92.1149,92.3485,2253409
2016-08-15,92.8851,93.2117,85.8876,86.0356,3565329
2016-08-16,85.3528,85.5125,82.0251,83.0407,4858637
2016-08-17,82.5642,85.2409,80.6741,84.9687,3494174
2016-08-18,85.5133,85.8258,82.4903,82.6614,2595208
2016-08-19,82.2549,82.9103,81.9339,82.2246,2999048
2016-08-22,82.5384,83.0521,77.2557,77.2696,4053450
2016-08-23,77.0115,81.5114,76.5086,80.9959,3992001
2016-08-24,80.7161,84.5334,78.9429,84.434,3473792
2016-08-25,84.8656,85.6179,80.605,81.1032,3613262
2016-08-26,81.0136,82.4954,80.0665,80.6092,3351520
2016-08-29,80.8103,82.487,80.4045,81.9642,2865309
2016-08-30,81.4536,85.7865,80.913,84.1816,2991214
2016-08-31,83.894,84.1077,81.3579,81.8723,2686804
2016-09-01,81.4557,82.482,81.024,82.1528,2377429
2016-09-02,81.4545,81.8781,78.9877,79.3946,2493100
2016-09-05,78.6105,81.2318,77.5826,80.4591,3548731
2016-09-06,80.2602,81.3472,79.7631,79.8839,3448336
2016-09-07,79.2069,79.8223,77.7641,79.5132,2768000
2016-09-08,79.641,81.7842,79.6024,80.8958,3670927
2016-09-09,80.2925,81.9778,79.9475,81.4102,2447042
2016-09-12,82.5177,84.2393,82.3996,83.2214,2385128
2016-09-13,83.3237,84.5923,82.3182,83.8213,3995992
2016-09-14,83.7183,83.7615,83.4067,83.7539,2854314
2016-09-15,84.4136,85.3531,82.7088,83.111,5216201
2016-09-16,83.787,84.2496,83.4464,84.0526,2813082
2016-09-19,84.8341,85.4302,83.9556,84.2636,3368335
2016-09-20,84.6056,86.0929,84.0822,86.0766,2428394
2016-09-21,85.6304,87.604,84.9918,87.5749,3555777
2016-09-22,87.8404,88.3255,84.6757,85.7906,2191055
2016-09-23,85.354,86.5049,81.7195,82.541,3688470
2016-09-26,82.2791,87.47,82.1386,86.7978,3170267
2016-09-27,87.2562,91.0606,85.6708,89.8132,2931476
2016-09-28,89.7972,91.4366,88.0259,91.0942,3740700
2016-09-29,91.2426,92.4927,86.0446,87.0777,4886555
2016-09-30,87.0662,88.3556,85.8077,88.0956,3188431
2016-10-03,87.7281,88.1651,87.5465,87.9435,3541483
2016-10-04,87.7511,88.9043,86.574,87.0326,3436049
2016-10-05,87.2615,90.5134,86.0325,90.0702,3311353
2016-10-06,89.4032,89.6275,85.4951,85.7873,2671725
2016-10-07,86.5173,87.3197,84.0101,84.7774,3641584
2016-10-10,84.9855,85.1245,82.2721,82.3673,4371310
2016-10-11,81.7118,81.8058,81.1721,81.4536,2762660
2016-10-12,82.0771,82.7532,82.0129,82.5125,3327156
2016-10-13,83.4237,83.8408,81.1531,81.3424,3303350
2016-10-14,80.7331,85.2049,80.3554,84.9022,3793534
2016-10-17,84.2119,84.5099,83.1585,83.3395,3230807
