Date,Open,High,Low,Close,Volume
2016-07-01,176.9055,178.8364,175.1479,176.9055,5106161
2016-07-04,176.5478,177.4361,171.1801,171.3004,4027637
2016-07-05,169.1048,174.3091,167.2043,174.0495,3427253
2016-07-06,174.7562,177.0305,173.4758,176.8359,4575165
2016-07-07,175.5497,177.3603,175.0372,176.296,2596036
2016-07-08,175.8208,178.8649,169.4618,169.5791,4004157
2016-07-11,169.298,170.057,169.0229,169.2935,5143008
2016-07-12,168.1553,176.3576,166.8759,175.5761,4274835
2016-07-13,176.607,182.1375,174.4678,181.9034,5539000
2016-07-14,183.5769,184.8726,178.5088,179.262,3444488
2016-07-15,179.1661,182.4448,176.272,179.0969,3778782
2016-07-18,179.7323,180.5492,175.1455,178.6276,3442735
2016-07-19,177.6309,184.6252,174.9733,179.7885,1876542
2016-07-20,179.873,187.0896,177.7507,184.9448,4062253
2016-07-21,185.7986,191.0642,185.4832,186.8932,4046404
2016-07-22,186.9086,194.7598,185.7926,191.4777,7088039
2016-07-25,191.1879,205.6491,189.732,199.8491,5970418
2016-07-26,198.8827,204.6764,197.4309,204.0552,4976844
2016-07-27,203.2074,205.7189,191.8835,193.0673,3566701
2016-07-28,195.1909,195.8802,191.8449,193.4825,3524573
2016-07-29,194.257,195.6735,183.1328,185.028,3164796
2016-08-01,182.9425,192.5705,180.2999,189.8693,5219006
2016-08-02,192.1158,192.6472,191.0394,191.964,3172737
2016-08-03,193.6767,194.1028,187.9191,189.7975,3335216
2016-08-04,190.2896,193.5696,186.8373,192.7943,4687588
2016-08-05,191.0369,201.3167,190.0176,199.2392,5102231
2016-08-08,198.9492,201.0511,198.5832,199.9971,4185538
2016-08-09,199.8694,201.249,194.1406,194.793,4067469
2016-08-10,193.67,193.8651,186.9201,187.5019,4493450
2016-08-11,189.8192,193.9794,182.4449,183.0096,4758653
2016-08-12,183.3917,184.4262,177.9636,183.536,4285899
2016-08-15,185.0465,185.4901,178.2376,179.3963,3732652
2016-08-16,177.4787,177.7527,176.5432,176.9416,3807486
2016-08-17,176.7472,185.8464,175.0702,184.2142,4616823
2016-08-18,181.429,186.0461,180.8919,184.6428,4812900
