Date,Open,High,Low,Close,Volume
2016-07-01,151.3334,151.8364,150.1303,151.3334,3469546
2016-07-04,151.7416,154.0032,150.3513,151.1671,4572170
2016-07-05,151.5668,157.0903,150.2786,156.2249,4222933
2016-07-06,155.3689,156.5843,153.6304,153.886,3405561
2016-07-07,153.3143,156.5337,152.1401,155.9818,4994943
2016-07-08,155.7825,157.4258,149.7706,150.768,3761702
2016-07-11,150.8761,153.8,145.0236,146.3927,3749889
2016-07-12,146.0865,148.5775,144.8879,146.7003,2713122
2016-07-13,145.6135,150.7314,144.3017,150.6256,2933876
2016-07-14,149.3009,151.3046,148.8119,149.0174,3336014
2016-07-15,148.9515,151.2986,148.2208,151.2909,4602392
2016-07-18,150.2836,151.4869,143.9222,146.1319,4259498
2016-07-19,145.8523,146.2662,144.1009,145.212,3326669
2016-07-20,144.69,147.8116,144.5545,147.5324,3558060
2016-07-21,147.0515,149.5892,142.3475,143.9513,4281907
2016-07-22,142.9905,144.7851,141.8608,142.1288,2014044
2016-07-25,142.3352,145.8552,139.6415,145.6982,5568001
2016-07-26,146.5595,148.8859,140.9271,141.7687,4488987
2016-07-27,142.1903,143.6525,140.7617,140.9997,3418347
2016-07-28,140.5868,141.7057,139.8536,139.9893,4229130
2016-07-29,139.6094,140.3224,137.692,138.3019,3531466
2016-08-01,138.7264,140.9805,138.2328,139.3483,2158647
2016-08-02,139.0087,139.0614,133.0669,134.5835,5264154
2016-08-03,134.603,136.5993,132.2554,134.3463,4949281
2016-08-04,134.0286,139.224,132.3766,139.103,4867989
2016-08-05,139.0896,142.3411,139.0147,140.0429,3464408
2016-08-08,141.1621,142.1303,137.7119,138.775,2637535
2016-08-09,138.6094,139.8165,138.4096,138.5624,2499772
2016-08-10,138.7526,139.382,131.4939,132.6533,3727693
2016-08-11,134.0338,135.0092,129.0345,131.5611,2984744
2016-08-12,132.3166,132.5926,128.2627,129.7642,2452604
2016-08-15,129.3442,129.7722,123.9038,124.5179,4636080
2016-08-16,123.9035,125.0291,123.4171,124.6262,3448154
2016-08-17,125.3091,129.5836,123.2808,128.9638,5595604
2016-08-18,127.3789,128.899,120.9288,122.4372,2452155
2016-08-19,122.4237,123.785,120.6686,121.5468,4346629
2016-08-22,121.569,121.8378,112.1602,112.6985,3350634
2016-08-23,112.428,114.7638,111.7147,113.2161,5143170
2016-08-24,115.0548,116.2672,114.9928,115.7662,2636337
2016-08-25,115.5346,115.6544,110.1195,110.6345,4407270
2016-08-26,111.1899,112.323,105.7458,106.0452,5037409
2016-08-29,105.6256,110.2013,104.4484,110.1555,5563056
2016-08-30,109.6676,118.8182,108.0119,117.5586,4766722
2016-08-31,117.4101,117.4714,115.0809,115.9965,3360217
2016-09-01,115.8084,117.0519,112.2418,114.2126,4267899
2016-09-02,114.1313,116.7894,113.5034,115.8473,3568493
2016-09-05,117.5754,117.7096,108.7295,110.7996,5896814
2016-09-06,111.5347,112.1385,106.1303,107.1501,3550728
2016-09-07,106.491,108.6935,105.8839,108.5006,2791963
2016-09-08,109.1747,112.0641,108.8436,111.8715,4516004
2016-09-09,111.4687,117.5826,110.5826,117.2231,4928933
2016-09-12,116.8665,118.2558,113.9023,114.4029,3625272
2016-09-13,113.6768,115.8947,112.4225,115.3762,4940454
2016-09-14,115.9284,116.8894,115.3471,115.5024,3994780
2016-09-15,115.4073,120.717,114.9871,119.7349,3785826
2016-09-16,118.4704,125.0096,117.8933,123.8714,4119436
2016-09-19,123.0798,124.6147,120.8699,123.2089,2755357
2016-09-20,122.3586,124.6093,120.3902,123.9694,3651879
2016-09-21,122.55,123.6071,121.7639,122.806,3719338
2016-09-22,122.7676,122.7701,119.8564,120.2145,3136871
2016-09-23,119.5329,121.1178,110.0557,110.7391,5742942
2016-09-26,108.9311,113.0045,108.5116,112.9371,5612539
2016-09-27,111.627,118.3004,110.1426,117.7183,3178955
2016-09-28,118.2571,119.913,116.6786,117.6143,3949755
2016-09-29,117.6541,118.8951,115.2169,116.2409,2790986
2016-09-30,115.017,118.3943,113.0048,116.4836,2669230
2016-10-03,116.1057,116.3733,115.2741,115.9049,3836628
2016-10-04,116.1038,116.4188,113.6019,115.8477,4000609
2016-10-05,115.6208,123.987,114.3484,123.5475,7650226
2016-10-06,123.6499,125.6509,120.4938,120.6796,4553469
2016-10-07,120.3551,122.6566,117.8916,118.2877,3390717
2016-10-10,117.5359,118.1585,113.5639,113.7576,4777079
2016-10-11,113.0062,113.2448,107.8614,109.9947,5220214
2016-10-12,110.3435,117.8443,109.9168,116.2858,5065517
2016-10-13,116.197,117.3193,111.3997,111.8885,2864930
2016-10-14,112.0003,114.3589,110.5598,114.0116,2850404
2016-10-17,114.1029,116.4748,113.6981,116.4205,3564535
2016-10-18,115.6038,120.1939,115.4061,118.1865,3114341
2016-10-19,117.4665,122.9525,116.1992,122.5429,2610469
2016-10-20,122.6638,128.033,122.4512,127.2666,5325106
2016-10-21,127.0618,130.2886,127.0575,128.6521,2620703
2016-10-24,128.1377,135.0234,127.1217,134.2492,4104163
2016-10-25,134.4643,140.8485,132.799,139.5202,3602924
2016-10-26,139.7621,139.9777,135.75,137.4577,3540975
2016-10-27,135.9841,139.2351,135.5217,138.8507,3281234
2016-10-28,139.571,144.1284,139.5532,144.0524,3888797
2016-10-31,143.4619,146.2346,141.5993,145.5326,3513404
2016-11-01,145.048,155.3492,143.0164,152.8545,7104102
2016-11-02,151.7123,160.5562,151.2006,158.9577,3806031
2016-11-03,159.4077,164.9442,157.2898,163.5694,3704292
2016-11-04,162.418,164.0702,161.2386,161.5742,3993533
2016-11-07,162.1054,164.5615,159.218,164.0729,3426263
2016-11-08,164.0615,172.551,163.5131,170.6679,3478445
2016-11-09,169.5916,172.616,169.184,172.2121,3373956
2016-11-10,171.0557,179.511,170.1239,178.1217,3758259
2016-11-11,177.6752,182.9282,177.012,182.2804,3486251
2016-11-14,182.4624,183.1436,175.6883,177.1157,4043813
2016-11-15,177.0035,178.4637,176.6185,178.2093,3529904
2016-11-16,179.24,180.4659,174.9945,177.3999,3063499
2016-11-17,177.7097,177.7932,170.8752,172.6251,3716869
2016-11-18,170.6084,178.2491,167.1146,175.2423,4443201
2016-11-21,175.5162,184.0816,174.4457,182.2228,5005710
2016-11-22,181.1881,184.0454,178.7859,182.5243,4653343
2016-11-23,181.9883,191.7156,179.1301,191.5003,4324230
2016-11-24,192.2681,199.0912,191.9759,198.2298,4291741
2016-11-25,197.4973,199.6098,194.0331,194.8528,4051501
2016-11-28,194.8364,195.4034,185.5517,186.1317,3248712
2016-11-29,187.8534,189.7722,183.9652,187.6282,4372205
2016-11-30,187.8653,188.4622,178.0422,178.9015,3818520
2016-12-01,179.7782,188.2607,178.4193,186.2015,5046908
2016-12-02,186.4237,200.2002,186.0314,197.9431,5641668
2016-12-05,197.6315,206.3055,193.1935,204.8824,3264356
2016-12-06,205.3798,214.656,204.1034,212.8809,3499986
2016-12-07,214.2216,217.439,213.2163,213.8062,3698722
2016-12-08,213.8436,215.9045,211.5568,214.6816,3188615
2016-12-09,215.5755,218.598,211.0853,213.8232,2767043
2016-12-12,214.218,222.1515,213.8818,220.8402,3429378
2016-12-13,222.4165,236.5369,220.1253,234.22,4407152
2016-12-14,233.7556,245.7679,233.4782,243.2357,5071530
2016-12-15,244.9769,250.5516,234.1589,235.8045,3253060
2016-12-16,236.2825,236.8408,231.785,234.1561,3590316
2016-12-19,234.4546,234.742,224.1635,225.145,4432980
2016-12-20,226.5366,229.8547,224.1554,226.5538,3183740
2016-12-21,225.5495,229.7427,222.0559,228.233,3240438
2016-12-22,225.7619,232.6191,224.2367,228.8745,3556258
2016-12-23,227.5385,231.0486,227.1673,230.1246,4121595
2016-12-26,229.2876,230.4432,225.7766,226.3058,4337474
2016-12-27,223.7151,240.7126,222.1919,238.8211,3540866
2016-12-28,237.9013,240.9397,228.89,230.3949,4227573
2016-12-29,229.9301,233.906,227.4167,232.6294,4322946
2016-12-30,230.6712,232.5608,229.3706,229.9864,2676617
2017-01-02,231.4097,232.3901,224.8599,228.0545,3951720
2017-01-03,226.4467,228.877,225.4982,228.1857,3266579
2017-01-04,229.0709,229.976,227.0404,228.9125,3740042
2017-01-05,232.5326,237.7752,229.9414,234.3851,4067976
2017-01-06,235.017,240.5869,232.4806,239.6436,2340755
2017-01-09,239.6785,240.0263,232.8378,234.937,3349938
2017-01-10,236.4254,243.4454,235.9855,243.0964,4060641
2017-01-11,245.1019,247.7243,237.4636,238.2169,3715023
2017-01-12,237.6572,238.1678,235.7293,237.953,4381208
2017-01-13,238.8201,241.3507,238.2059,240.5712,3490702
2017-01-16,242.2065,246.0924,234.1403,235.6267,4046400
2017-01-17,235.7178,246.4963,231.7596,243.871,4286327
2017-01-18,245.3512,245.6474,231.8423,232.0286,3877539
2017-01-19,229.8418,231.9211,224.1752,227.616,5277502
2017-01-20,229.1071,231.1478,222.0061,226.7095,3319060
2017-01-23,224.7627,226.1549,223.2696,223.545,5253852
2017-01-24,223.7176,223.8904,217.0184,219.3608,4333066
2017-01-25,221.3995,223.9307,211.1753,211.2729,5242523
2017-01-26,210.5415,211.0075,204.8483,206.0346,3369469
2017-01-27,207.325,208.0202,197.2291,197.6763,5085229
2017-01-30,196.6783,201.9738,195.3964,197.9503,2439552
2017-01-31,197.4172,198.4758,190.2671,190.3448,4706435
2017-02-01,190.7423,191.0532,186.2836,187.8185,3837078
2017-02-02,188.7272,189.2233,178.8647,178.8739,5610026
2017-02-03,178.8567,183.0697,176.8477,180.0013,4422758
2017-02-06,179.7324,180.7894,176.9052,177.8029,3902597
2017-02-07,177.0816,183.5294,175.2384,181.5185,4169726
2017-02-08,182.5459,187.1391,180.3071,186.549,4787985
2017-02-09,186.3343,188.6735,184.1173,185.2603,3276983
2017-02-10,184.8712,193.2626,184.1211,191.4988,4548028
2017-02-13,191.103,197.707,190.3434,196.9293,3098624
2017-02-14,197.4547,199.2925,196.6703,198.8379,3177468
2017-02-15,197.4303,202.0279,191.2257,192.9336,2956046
2017-02-16,192.697,197.5795,189.1489,196.3956,2228196
2017-02-17,198.581,200.9963,196.948,200.6993,4219490
2017-02-20,200.7383,209.2261,200.1089,206.0256,2779931
2017-02-21,206.4437,209.528,204.3931,206.9967,3160878
2017-02-22,208.3497,209.6514,199.4875,203.7499,4059704
2017-02-23,202.743,203.0809,197.297,198.1991,3287762
2017-02-24,198.8015,201.4956,197.6918,199.1642,3746684
2017-02-27,197.5915,197.8681,189.5644,191.8569,2878598
2017-02-28,189.6745,190.8848,182.1641,182.8788,5441807
2017-03-01,182.6137,185.4245,181.4475,185.0118,3855231
2017-03-02,185.0831,187.9995,184.3498,184.3898,4216618
2017-03-03,184.9727,185.09,183.2157,183.8791,3457643
2017-03-06,183.1345,186.7677,180.2523,186.034,3628465
2017-03-07,187.7448,188.0406,185.1714,187.1018,4680338
2017-03-08,185.922,187.4276,180.7237,181.2978,4034493
2017-03-09,182.0676,189.4347,181.332,187.7379,3053585
2017-03-10,188.3729,190.6725,187.2135,190.6547,2556036
2017-03-13,189.2566,191.4919,188.804,189.9732,3489993
2017-03-14,187.809,192.3389,186.9561,190.3875,4677188
2017-03-15,190.5353,191.4513,186.9465,187.4896,2777903
2017-03-16,189.4191,189.9306,185.6398,187.4043,3013880
2017-03-17,187.028,203.3061,184.8654,201.556,4777439
2017-03-20,199.743,200.6069,186.2508,189.6571,3200095
2017-03-21,190.9691,201.6168,190.4638,201.427,4551695
2017-03-22,202.4727,213.3129,200.2867,211.8099,3376199
2017-03-23,209.7038,211.6252,208.5816,208.9654,4213909
2017-03-24,208.0195,209.4805,203.6277,204.0787,3310257
2017-03-27,204.5644,205.7512,193.2438,194.5326,3110069
2017-03-28,194.3929,197.4092,193.1572,196.7113,3706240
2017-03-29,197.9284,201.7268,196.8636,200.2299,3180367
2017-03-30,199.5623,201.9838,198.2633,198.7485,2734871
2017-03-31,197.8917,198.0846,192.6192,195.1192,2831667
2017-04-03,194.5841,197.7021,193.6893,196.7507,3070422
2017-04-04,196.506,198.0359,189.9827,193.0222,3828234
2017-04-05,193.5951,202.1504,191.7496,201.3916,4092540
2017-04-06,200.7547,206.7648,200.4219,205.0059,3238673
2017-04-07,205.4326,208.0955,200.7289,202.3237,4831818
2017-04-10,204.0349,206.1368,197.6469,198.4862,3448084
2017-04-11,198.5113,199.5189,196.8911,198.459,3142061
2017-04-12,196.9637,198.2187,194.5188,196.4839,3466203
2017-04-13,195.6676,198.1519,195.5607,197.2738,2768175
2017-04-14,195.8287,200.0029,193.1205,197.7932,4940643
2017-04-17,197.3616,199.5088,196.2545,197.4976,3141067
2017-04-18,198.2758,200.5601,197.8904,200.515,4786836
2017-04-19,199.4205,209.9748,198.793,206.157,3195360
2017-04-20,204.0539,206.9722,203.3554,206.8877,3353491
2017-04-21,205.0421,211.5561,203.2747,211.3674,3738953
2017-04-24,211.9244,214.3229,207.4992,209.6198,3078959
2017-04-25,209.77,212.0067,197.8046,198.7909,4691554
2017-04-26,198.6677,201.6692,198.0529,200.1852,4415005
2017-04-27,198.5338,199.4778,194.1879,195.1115,3919623
2017-04-28,195.8173,197.3061,192.6043,194.7527,3951513
2017-05-01,195.5806,196.0597,191.2293,191.5905,3936533
2017-05-02,192.5174,201.7643,190.7162,199.9242,3360900
2017-05-03,197.9587,201.4105,197.9248,198.3745,3612032
2017-05-04,199.3835,203.319,192.8735,193.528,5691484
2017-05-05,193.9948,198.464,193.1196,198.3168,4547271
2017-05-08,198.3546,201.8186,198.2716,199.5357,3969535
2017-05-09,197.9483,205.5488,197.1069,203.378,4300089
2017-05-10,203.6162,205.5791,194.7146,198.0749,3207183
2017-05-11,197.7169,199.3164,195.4051,197.934,4526809
2017-05-12,196.3744,200.7348,195.7119,200.5966,5507444
2017-05-15,198.9155,200.6992,198.8359,199.5761,4224396
2017-05-16,200.3804,202.3691,194.9975,196.558,3597461
2017-05-17,197.6788,200.3677,193.9149,193.9328,3486042
2017-05-18,193.5875,195.0383,184.318,185.4039,3359521
2017-05-19,186.4831,187.6814,182.1541,183.2622,3753274
2017-05-22,182.7304,186.6956,181.0283,183.6159,4096155
2017-05-23,183.7411,185.2508,177.2516,177.2552,3972574
2017-05-24,178.0051,180.0068,177.3352,178.4986,4070654
2017-05-25,177.8073,189.66,176.7467,187.0223,3731312
2017-05-26,186.4953,187.7454,173.3075,177.1768,5819893
2017-05-29,178.011,188.3492,173.8738,187.029,4887370
2017-05-30,188.1316,189.7725,186.9465,187.2414,4069383
2017-05-31,187.4788,190.013,181.9562,182.1241,4487209
2017-06-01,180.5046,189.3657,180.363,187.5863,5594480
2017-06-02,187.7499,189.1711,184.714,188.1917,2603407
2017-06-05,187.4263,191.1008,182.736,190.3248,3642550
2017-06-06,189.9951,190.0521,185.0248,185.7627,3098522
2017-06-07,187.3096,193.417,184.1736,192.7953,4533059
2017-06-08,194.0734,195.5663,186.9001,188.2027,2703833
2017-06-09,186.4423,192.2271,184.7061,191.4924,3403999
2017-06-12,190.306,194.6942,189.5509,192.8725,5091097
2017-06-13,191.2592,191.8106,190.3332,190.4267,3215671
2017-06-14,190.5525,193.1495,187.1735,187.6051,3035579
2017-06-15,188.4279,188.7511,184.1672,185.4495,3533662
2017-06-16,185.855,191.5783,183.1826,187.1712,4935362
2017-06-19,186.6351,188.3329,184.4304,187.894,2471754
2017-06-20,187.6216,188.0467,182.7626,187.8963,3533064
2017-06-21,187.3978,187.5253,184.0054,185.2941,4520693
2017-06-22,185.0233,187.6195,179.3886,180.1624,4411278
2017-06-23,182.2276,185.2623,176.0218,177.0393,4598812
2017-06-26,176.868,176.8854,171.3454,172.1222,4929945
2017-06-27,173.1806,174.1424,170.4827,172.988,4950307
2017-06-28,173.3162,176.5538,172.2612,175.7029,3617239
2017-06-29,175.4188,179.0343,175.0392,178.7898,2664979
2017-06-30,179.3517,180.6944,175.7027,178.8145,3270068
2017-07-03,178.4318,179.4507,170.1467,171.4566,4176790
2017-07-04,169.8762,172.3796,166.7687,167.8873,2913479
2017-07-05,168.8509,170.043,165.3252,166.1952,3383757
2017-07-06,165.5427,167.2785,160.2054,161.8463,4521681
2017-07-07,160.5034,162.0593,158.0648,161.786,3265768
2017-07-10,161.8625,161.9146,156.7376,158.834,2861232
2017-07-11,157.6185,159.1936,156.4768,158.3723,3777435
2017-07-12,156.7094,164.9397,155.1728,161.9512,3545998
2017-07-13,161.4743,165.7915,160.3766,160.8927,4720217
2017-07-14,160.1806,164.1865,159.4885,162.8377,3230228
2017-07-17,162.4286,162.8852,155.736,156.8499,3254281
2017-07-18,155.986,157.1603,152.1324,153.4057,2732304
2017-07-19,151.9311,156.0662,150.9035,155.0232,2836999
2017-07-20,154.4478,157.2699,153.307,156.5285,4034380
2017-07-21,156.1375,156.1719,154.0786,154.9739,4047772
2017-07-24,156.2917,159.2334,155.8542,159.1475,4155036
2017-07-25,160.2995,164.8492,159.6948,164.8161,3523269
2017-07-26,163.4487,163.8887,161.9461,162.4276,5143577
2017-07-27,161.4228,166.9225,160.386,165.8972,4081494
2017-07-28,165.3852,168.6513,161.8254,166.5262,3225875
2017-07-31,165.4639,167.3306,158.9423,161.9588,5485098
2017-08-01,162.1695,162.4563,154.179,155.2085,3626639
2017-08-02,154.3933,158.4291,154.085,156.5342,2918421
2017-08-03,156.4925,157.2024,147.9278,151.7622,4772960
2017-08-04,152.022,154.2656,150.7199,151.4676,4421617
2017-08-07,151.0827,152.9125,149.8,151.4184,3430026
2017-08-08,151.3895,153.0154,150.1697,150.3381,3534942
2017-08-09,150.2143,153.81,150.1595,151.9095,4917877
2017-08-10,151.8881,155.522,150.82,151.8031,3224824
2017-08-11,152.8193,154.3591,149.1683,149.2151,3220614
2017-08-14,150.3273,154.442,149.9095,154.2389,3438200
2017-08-15,155.1031,156.6471,148.7427,150.9978,4002814
2017-08-16,152.0548,152.7344,152.0142,152.5714,2603443
2017-08-17,153.9864,155.1621,153.6888,153.7852,3904926
2017-08-18,152.977,159.0366,152.7039,157.0105,3083442
2017-08-21,157.0958,157.6239,152.2578,153.0472,3866431
2017-08-22,152.9275,155.896,151.8566,155.3548,4154575
2017-08-23,155.5345,155.6202,154.5166,155.5947,3208721
2017-08-24,156.1905,156.2767,154.681,156.2224,5013056
2017-08-25,157.751,159.4165,153.4285,153.5889,3464207
2017-08-28,153.8847,153.9041,147.3969,147.9252,3404516
2017-08-29,148.013,148.2319,142.1894,143.0571,3800904
2017-08-30,143.2026,146.0597,141.8057,145.5421,3857508
2017-08-31,145.886,147.5162,138.2856,138.5961,4166848
2017-09-01,138.9907,141.3448,133.7021,135.8495,3997290
2017-09-04,135.8224,135.8351,134.6317,134.8123,2820098
2017-09-05,135.4809,137.9567,134.9249,136.8129,3290710
2017-09-06,136.6197,140.8722,136.0481,140.786,3740854
2017-09-07,141.1795,142.9107,139.408,140.7583,4474856
2017-09-08,140.4763,143.576,136.3081,137.5934,4310543
2017-09-11,136.9753,138.0423,135.8311,136.6518,3202154
2017-09-12,136.9701,138.865,136.0067,138.3944,4726850
2017-09-13,138.1617,138.2871,134.188,135.177,3414410
2017-09-14,134.5777,135.8694,133.4233,135.0918,4247263
2017-09-15,135.7736,136.2372,133.3016,134.4453,2497868
2017-09-18,134.8442,137.0906,132.4766,136.7289,3555751
2017-09-19,137.0716,139.7196,134.8356,135.4735,3559272
2017-09-20,135.4599,137.818,133.647,134.5489,3716555
2017-09-21,135.0262,136.0425,129.7169,130.7224,3213953
2017-09-22,131.1134,131.2142,126.1154,126.1269,4399071
2017-09-25,126.343,127.2626,118.7653,119.147,3700635
2017-09-26,118.796,119.4882,116.2987,117.7966,2875151
2017-09-27,118.8124,118.9984,115.1502,116.2272,2942984
2017-09-28,116.325,117.3366,113.918,114.0652,2565384
2017-09-29,114.6475,114.8563,109.4282,110.2663,4843984
2017-10-02,110.1957,111.3914,108.2253,108.5325,2538491
2017-10-03,108.7789,109.2785,106.5288,108.0979,3869355
2017-10-04,108.0676,110.4289,108.0389,110.0701,3515686
2017-10-05,109.7002,110.7388,107.5212,109.2646,3034652
2017-10-06,107.933,109.3621,107.091,108.0376,3911480
2017-10-09,108.5473,109.5396,106.1809,107.7151,2962850
2017-10-10,108.3682,117.2595,108.2252,116.055,3689291
2017-10-11,116.2596,118.5244,116.0326,117.0177,3157648
2017-10-12,116.7562,117.2446,113.9258,115.5925,4252023
2017-10-13,115.0652,119.8934,113.655,118.8643,4870531
2017-10-16,117.8935,125.7555,117.6824,125.2653,4615851
2017-10-17,124.5527,128.0884,122.4522,126.3158,3512091
2017-10-18,126.8231,127.1946,123.4756,124.138,2939876
2017-10-19,124.6208,131.1688,123.8667,131.1035,5482087
2017-10-20,131.6917,137.9462,130.6404,137.7579,3778889
2017-10-23,138.2707,138.518,136.5866,137.3225,3606432
2017-10-24,138.281,138.4965,132.7662,132.9681,3223027
2017-10-25,133.2147,141.9739,131.9773,141.809,4930264
2017-10-26,142.4492,145.6227,142.2697,144.1147,3810086
2017-10-27,144.8736,146.7416,141.1808,145.739,3119481
2017-10-30,146.3737,147.2549,142.1182,142.9727,4713118
2017-10-31,142.3753,143.0159,136.5377,137.6352,4403400
2017-11-01,136.2525,140.0486,135.4858,138.9721,4259729
2017-11-02,138.7785,140.875,135.3386,135.4854,3135527
2017-11-03,136.2777,138.262,134.4224,135.4674,3085717
2017-11-06,134.5886,134.8875,134.4743,134.5949,3438627
2017-11-07,133.9157,134.1756,133.5809,133.8135,3120471
2017-11-08,134.3425,135.4975,129.2793,131.5927,3011992
2017-11-09,131.6077,133.3744,128.642,130.4526,3269137
2017-11-10,130.7452,135.7295,129.5915,133.6192,3644947
2017-11-13,134.0853,134.4765,132.1453,132.9928,3353187
2017-11-14,133.0666,134.8167,132.6314,133.8833,4023678
2017-11-15,134.596,136.3525,132.0878,135.611,2631837
2017-11-16,135.2545,135.7545,128.8996,130.2178,5195958
2017-11-17,130.2943,131.0039,122.9216,123.9896,3007514
2017-11-20,123.69,124.0882,121.8932,123.5444,5705238
2017-11-21,123.7631,125.2186,121.5687,122.484,3633680
2017-11-22,123.0148,131.172,122.913,130.3072,4026859
2017-11-23,130.2633,135.2027,129.0667,133.472,5088775
2017-11-24,133.8165,134.6259,132.067,133.4034,2716445
2017-11-27,133.8325,134.9278,125.3619,126.8031,6809499
2017-11-28,126.0573,127.2499,124.4076,125.484,2690526
2017-11-29,125.1214,131.5244,124.1295,130.288,3916657
2017-11-30,129.7459,134.4492,129.127,134.0221,4782184
2017-12-01,133.7176,139.5607,133.1637,138.2311,4609433
2017-12-04,138.2623,140.2356,137.4889,140.0244,4915972
2017-12-05,139.0173,145.2528,137.8716,145.0387,4676298
2017-12-06,145.812,147.5445,145.4773,145.8988,4230482
2017-12-07,145.4974,146.0319,145.4224,145.5731,2373990
2017-12-08,146.2484,146.3078,142.3292,142.4116,3573149
2017-12-11,141.5739,148.5544,140.5739,146.4885,3480209
2017-12-12,146.6321,146.8905,140.4635,141.4983,2189862
